CN2478204Y20020220CN0124160520010512engchi  CN2478204Y20020220CN0124160520010512engchi  NN  B-NP
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
的  的  DEG  0
脚  脚  NN  B-NP
6  6  CD  0
，  ，  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
的  的  DEG  0
脚  脚  NN  B-NP
5  5  CD  0
接  接  VV  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
，  ，  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
连接  连接  VV  0
扬声器  扬声器  NN  B-NP
，  ，  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
的  的  DEG  0
脚  脚  NN  B-NP
9  9  CD  0
连接  连接  VV  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
，  ，  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
连接  连接  VV  0
扬声器  扬声器  NN  B-NP
。  。  PU  0
使用  使用  VV  0
时  时  LC  0
，  ，  PU  0
在  在  P  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
上  上  LC  0
设定  设定  VV  0
时间  时间  NN  B-NP
，  ，  PU  0
到  到  VV  0
时电子  时电子  NN  B-NP
时钟  时钟  NN  I-NP
发出  发出  VV  0
双极性  双极性  JJ  B-NP
脉冲  脉冲  NN  I-NP
信号  信号  NN  I-NP
，  ，  PU  0
再  再  AD  0
经过  经过  P  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
触发  触发  VV  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
，  ，  PU  0
通过  通过  P  0
扬声器  扬声器  NN  B-NP
播发  播发  VV  0
音乐  音乐  NN  B-NP
，  ，  PU  0
经过  经过  P  0
延  延  CD  0
时  时  LC  0
，  ，  PU  0
触发  触发  VV  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
，  ，  PU  0
通过  通过  P  0
扬声器  扬声器  NN  B-NP
播放  播放  VV  0
语音  语音  NN  B-NP
，  ，  PU  0
语音  语音  NN  B-NP
事先  事先  AD  0
录制  录制  VV  0
在  在  P  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
中  中  LC  0
，  ，  PU  0
延  延  NN  B-NP
时  时  LC  0
的  的  DEG  0
时间  时间  NN  B-NP
与  与  CC  0
音乐  音乐  NN  B-NP
的  的  DEC  0
播放  播放  NN  B-NP
时间  时间  NN  I-NP
相同  相同  VA  0
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
可以  可以  VV  0
定时  定时  AD  0
提醒  提醒  VV  0
人们  人们  NN  B-NP
去做  去做  VV  0
某些  某些  DT  0
事情  事情  NN  B-NP
，  ，  PU  0
比如  比如  AD  0
父母  父母  NN  B-NP
提醒  提醒  VV  0
子女  子女  NN  B-NP
上学  上学  NN  I-NP
或  或  CC  0
完成  完成  VV  0
作业  作业  NN  B-NP
，  ，  PU  0
工厂  工厂  NN  B-NP
的  的  DEC  0
管理  管理  NN  B-NP
人员  人员  NN  I-NP
提醒  提醒  VV  0
工人  工人  NN  B-NP
进行  进行  VV  0
某  某  DT  0
道  道  M  0
工序  工序  NN  B-NP
的  的  DEG  0
操作  操作  NN  B-NP
，  ，  PU  0
先  先  AD  0
放  放  VV  0
音乐  音乐  NN  B-NP
再  再  AD  0
播放  播放  VV  0
语音  语音  NN  B-NP
可  可  VV  0
引起  引起  VV  0
人们  人们  PN  0
的  的  DEG  0
注意  注意  NN  B-NP
，  ，  PU  0
并且  并且  CC  0
不  不  AD  0
感觉  感觉  VV  0
突然  突然  AD  0
。  。  PU  0
以下  以下  NN  B-NP
结合  结合  VV  0
附图  附图  NN  B-NP
及  及  CC  0
实施例  实施例  NN  B-NP
对  对  P  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
进一步  进一步  AD  0
说明  说明  VV  0
：  ：  PU  0
附图  附图  NN  B-NP
为  为  VC  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
的  的  DEG  0
电子  电子  NN  B-NP
线路图  线路图  NN  I-NP
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
由  由  P  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
1  1  CD  0
、  、  PU  0
整形  整形  NN  B-NP
电路  电路  NN  I-NP
2  2  CD  0
、  、  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
3  3  CD  0
、  、  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
4  4  CD  0
、  、  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
5  5  CD  0
和  和  CC  0
扬声器  扬声器  NN  B-NP
6  6  CD  0
构成  构成  VV  0
，  ，  PU  0
整形  整形  JJ  B-NP
电路  电路  NN  I-NP
2  2  CD  0
由  由  P  0
三极管  三极管  NN  B-NP
A1  A1  NN  I-NP
、  、  PU  0
A2  A2  NN  B-NP
构成  构成  VV  0
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
输出端  输出端  NN  B-NP
接  接  VV  0
A  A  NN  B-NP
2  2  CD  0
的  的  DEG  0
负端  负端  NN  B-NP
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
负端  负端  NN  B-NP
接  接  VV  0
A  A  NN  B-NP
2  2  CD  0
的  的  DEG  0
正端  正端  NN  B-NP
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
正端  正端  NN  B-NP
接  接  VV  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
1  1  CD  0
，  ，  PU  0
A2  A2  NN  B-NP
的  的  DEG  0
输出端  输出端  NN  B-NP
接  接  VV  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
3  3  CD  0
的  的  DEG  0
脚  脚  NN  B-NP
6  6  CD  0
，  ，  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
3  3  CD  0
的  的  DEG  0
脚  脚  NN  B-NP
5  5  CD  0
接  接  VV  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
4  4  CD  0
，  ，  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
4  4  CD  0
连接  连接  VV  0
扬声器  扬声器  NN  B-NP
6  6  CD  0
，  ，  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
3  3  CD  0
的  的  DEG  0
脚  脚  NN  B-NP
9  9  CD  0
连接  连接  VV  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
5  5  CD  0
，  ，  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
5  5  CD  0
连接  连接  VV  0
扬声器  扬声器  NN  B-NP
6  6  CD  0
。  。  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
3  3  CD  0
为  为  VC  0
NF556  NF556  CD  0
集  集  M  0
成片  成片  NN  B-NP
。  。  PU  0
1  1  CD  0
、  、  PU  0
一  一  CD  0
种  种  M  0
定时  定时  JJ  B-NP
语音  语音  NN  I-NP
提示  提示  VV  0
录放  录放  NN  B-NP
装置  装置  NN  I-NP
，  ，  PU  0
其  其  PN  0
特征  特征  NN  B-NP
在于  在于  VV  0
：  ：  PU  0
它  它  PN  0
由  由  P  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
(  (  PU  0
1  1  CD  0
)  )  PU  0
、  、  PU  0
整形  整形  NN  B-NP
电路  电路  NN  I-NP
(  (  PU  0
2  2  CD  0
)  )  PU  0
、  、  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
(  (  PU  0
3  3  CD  0
)  )  PU  0
、  、  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
(  (  PU  0
4  4  CD  0
)  )  PU  0
、  、  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
(  (  PU  0
5  5  CD  0
)  )  PU  0
和  和  CC  0
扬声器  扬声器  NN  B-NP
(  (  PU  0
6  6  CD  0
)  )  PU  0
构成  构成  VV  0
，  ，  PU  0
整形  整形  JJ  B-NP
电路  电路  NN  I-NP
(  (  PU  0
2  2  CD  0
)  )  PU  0
由  由  P  0
三极管  三极管  NN  B-NP
A1  A1  NN  I-NP
、  、  PU  0
A2  A2  NN  B-NP
构成  构成  VV  0
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
输出端  输出端  NN  B-NP
接  接  VV  0
A  A  NN  B-NP
2  2  CD  0
的  的  DEG  0
负端  负端  NN  B-NP
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
负端  负端  NN  B-NP
接  接  VV  0
A  A  NN  B-NP
2  2  CD  0
的  的  DEG  0
正端  正端  NN  B-NP
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
正端  正端  NN  B-NP
接  接  VV  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
(  (  PU  0
1  1  CD  0
)  )  PU  0
，  ，  PU  0
A2  A2  NN  B-NP
的  的  DEG  0
输出端  输出端  NN  B-NP
接  接  VV  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
(  (  PU  0
3  3  CD  0
)  )  PU  0
的  的  DEG  0
脚  脚  NN  B-NP
6  6  CD  0
，  ，  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
(  (  PU  0
3  3  CD  0
)  )  PU  0
的  的  DEG  0
脚  脚  NN  B-NP
5  5  CD  0
接  接  VV  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
(  (  PU  0
4  4  CD  0
)  )  PU  0
，  ，  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
(  (  PU  0
4  4  CD  0
)  )  PU  0
连接  连接  VV  0
扬声器  扬声器  NN  B-NP
(  (  PU  0
6  6  CD  0
)  )  PU  0
，  ，  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
(  (  PU  0
3  3  CD  0
)  )  PU  0
的  的  DEG  0
脚  脚  NN  B-NP
9  9  CD  0
连接  连接  VV  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
(  (  PU  0
5  5  CD  0
)  )  PU  0
，  ，  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
(  (  PU  0
5  5  CD  0
)  )  PU  0
连接  连接  VV  0
扬声器  扬声器  NN  B-NP
(  (  PU  0
6  6  CD  0
)  )  PU  0
。  。  PU  0
