CN2267507Y19971112CN9622819119960626engchi  CN2267507Y19971112CN9622819119960626engchi  NN  B-NP
、  、  PU  0
仪表  仪表  NN  B-NP
方式  方式  NN  I-NP
来  来  MSP  0
控制  控制  VV  0
、  、  PU  0
检测  检测  NN  B-NP
电机  电机  NN  I-NP
工作  工作  NN  I-NP
状态  状态  NN  I-NP
的  的  DEC  0
具有  具有  VV  0
语言  语言  NN  B-NP
功能  功能  NN  I-NP
的  的  DEC  0
电机  电机  NN  B-NP
智  智  NN  I-NP
检控  检控  VV  0
制器  制器  VV  0
，  ，  PU  0
它  它  PN  0
能够  能够  VV  0
用  用  VV  0
语言  语言  NN  B-NP
及  及  CC  0
时反  时反  NN  B-NP
映电机  映电机  NN  I-NP
的  的  DEG  0
开停  开停  NN  B-NP
及  及  CC  0
运行  运行  NN  B-NP
状态  状态  NN  I-NP
时  时  LC  0
的  的  DEG  0
各  各  DT  0
种  种  M  0
指标  指标  NN  B-NP
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
的  的  DEG  0
目的  目的  NN  B-NP
是  是  VC  0
这样  这样  PN  0
实现  实现  VV  0
的  的  SP  0
：  ：  PU  0
具有  具有  VV  0
语言  语言  NN  B-NP
功能  功能  NN  I-NP
的  的  DEC  0
电机  电机  NN  B-NP
智  智  NN  I-NP
检控  检控  VV  0
制器  制器  VV  0
，  ，  PU  0
包括  包括  VV  0
接触器  接触器  NN  B-NP
D  D  NN  I-NP
、  、  PU  0
电流  电流  NN  B-NP
互感器  互感器  NN  I-NP
E  E  NN  I-NP
、  、  PU  0
应答器  应答器  NN  B-NP
F  F  NN  I-NP
、  、  PU  0
接收器  接收器  NN  B-NP
G  G  CD  0
及  及  CC  0
遥控器  遥控器  NN  B-NP
H  H  NN  I-NP
，  ，  PU  0
应答器  应答器  NN  B-NP
F  F  CD  0
根据  根据  P  0
接收器  接收器  NN  B-NP
G  G  CD  0
及  及  CC  0
与  与  P  0
其  其  PN  0
相  相  AD  0
对应  对应  VV  0
的  的  DEC  0
遥控器  遥控器  NN  B-NP
H  H  NN  I-NP
所  所  MSP  0
发出  发出  VV  0
的  的  DEC  0
指令  指令  NN  B-NP
，  ，  PU  0
经  经  P  0
放大  放大  NN  B-NP
处理  处理  NN  I-NP
后  后  LC  0
逐  逐  VV  0
使  使  VV  0
接触器  接触器  NN  B-NP
D  D  NN  I-NP
的  的  DEG  0
通断  通断  NN  B-NP
来  来  MSP  0
控制  控制  VV  0
电机  电机  NN  B-NP
M  M  NN  I-NP
的  的  DEG  0
开停  开停  NN  B-NP
，  ，  PU  0
再  再  AD  0
经  经  P  0
电流  电流  NN  B-NP
互感器  互感器  NN  I-NP
E  E  NN  I-NP
采集  采集  VV  0
电机  电机  NN  B-NP
M  M  NN  I-NP
工作  工作  VV  0
的  的  DEC  0
各  各  DT  0
种  种  M  0
状态  状态  NN  B-NP
加以  加以  VV  0
智能  智能  NN  B-NP
检测  检测  VV  0
，  ，  PU  0
并  并  CC  0
通过  通过  P  0
语言  语言  NN  B-NP
方式  方式  NN  I-NP
表达  表达  VV  0
出来  出来  VV  0
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
的  的  DEG  0
优点  优点  NN  B-NP
：  ：  PU  0
一  一  CD  0
、  、  PU  0
设计  设计  NN  B-NP
合理  合理  VA  0
，  ，  PU  0
它  它  PN  0
一改  一改  AD  0
传统  传统  VA  0
的  的  DEC  0
观察  观察  NN  B-NP
指示灯  指示灯  NN  I-NP
、  、  PU  0
仪表  仪表  NN  B-NP
方式  方式  NN  I-NP
来  来  MSP  0
检测  检测  VV  0
电机  电机  NN  B-NP
的  的  DEG  0
运行  运行  NN  B-NP
状况  状况  NN  I-NP
，  ，  PU  0
而  而  CC  0
采用  采用  VV  0
语言  语言  NN  B-NP
表达  表达  NN  I-NP
形式  形式  NN  I-NP
及  及  CC  0
时反  时反  NN  B-NP
映电机  映电机  NN  I-NP
运行  运行  NN  I-NP
状态  状态  NN  I-NP
时  时  LC  0
的  的  DEG  0
各  各  DT  0
种  种  M  0
指标  指标  NN  B-NP
，  ，  PU  0
大大  大大  AD  0
减轻  减轻  VV  0
了  了  AS  0
工作  工作  NN  B-NP
人员  人员  NN  I-NP
的  的  DEG  0
繁琐  繁琐  NN  B-NP
劳动  劳动  NN  I-NP
；  ；  PU  0
二  二  CD  0
、  、  PU  0
结构  结构  NN  B-NP
简单  简单  VA  0
、  、  PU  0
容易  容易  AD  0
制作  制作  VV  0
、  、  PU  0
使用  使用  NN  B-NP
方便  方便  VA  0
、  、  PU  0
工作  工作  NN  B-NP
安全  安全  VA  0
可靠  可靠  VA  0
；  ；  PU  0
三  三  CD  0
、  、  PU  0
适用  适用  JJ  B-NP
面广  面广  NN  I-NP
，  ，  PU  0
因  因  P  0
其  其  PN  0
无  无  VE  0
仪表  仪表  NN  B-NP
，  ，  PU  0
故  故  AD  0
不  不  AD  0
受  受  VV  0
仪表  仪表  NN  B-NP
本  本  DT  0
身工  身工  NN  B-NP
作  作  VV  0
条件  条件  NN  B-NP
要求  要求  NN  I-NP
的  的  DEG  0
限制  限制  NN  B-NP
，  ，  PU  0
所以  所以  AD  0
特别  特别  AD  0
适合  适合  VV  0
野外  野外  VA  0
、  、  PU  0
露天  露天  NN  B-NP
、  、  PU  0
井下  井下  NN  B-NP
等  等  ETC  0
工作  工作  NN  B-NP
环境  环境  NN  I-NP
恶劣  恶劣  VV  0
的  的  DEC  0
条件  条件  NN  B-NP
下  下  LC  0
使用  使用  VV  0
。  。  PU  0
下面  下面  NN  B-NP
参照  参照  VV  0
说明书  说明书  NN  B-NP
附图  附图  NN  I-NP
结合  结合  VV  0
实施例  实施例  NN  B-NP
对  对  P  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
作  作  VV  0
进一步  进一步  JJ  0
详细  详细  JJ  B-NP
描述  描述  NN  I-NP
。  。  PU  0
说明书  说明书  NN  B-NP
附图  附图  NN  I-NP
1  1  CD  0
为  为  VC  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
的  的  DEG  0
电路框  电路框  NN  B-NP
图  图  NN  I-NP
；  ；  PU  0
说明书  说明书  NN  B-NP
附图  附图  NN  I-NP
2  2  CD  0
为  为  VC  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
应答器  应答器  NN  I-NP
F  F  CD  0
的  的  DEG  0
电路  电路  NN  B-NP
原理图  原理图  NN  I-NP
；  ；  PU  0
说明书  说明书  NN  B-NP
附图  附图  NN  I-NP
3  3  CD  0
为  为  VC  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
接收器  接收器  NN  I-NP
G  G  CD  0
的  的  DEG  0
电路  电路  NN  B-NP
原理图  原理图  NN  I-NP
；  ；  PU  0
说明书  说明书  NN  B-NP
附图  附图  NN  I-NP
4  4  CD  0
为  为  VC  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
遥控器  遥控器  NN  I-NP
H  H  NN  I-NP
的  的  DEG  0
电路  电路  NN  B-NP
原理图  原理图  NN  I-NP
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
的  的  DEG  0
具有  具有  VV  0
语言  语言  NN  B-NP
功能  功能  NN  I-NP
的  的  DEC  0
电机  电机  NN  B-NP
智检  智检  NN  I-NP
控制器  控制器  NN  I-NP
包括  包括  VV  0
接触器  接触器  NN  B-NP
D  D  NN  I-NP
、  、  PU  0
电流  电流  NN  B-NP
互感器  互感器  NN  I-NP
E  E  NN  I-NP
、  、  PU  0
应答器  应答器  NN  B-NP
F  F  NN  I-NP
、  、  PU  0
接收器  接收器  NN  B-NP
G  G  CD  0
及  及  CC  0
遥控器  遥控器  NN  B-NP
H  H  NN  I-NP
，  ，  PU  0
应答器  应答器  NN  B-NP
F  F  CD  0
根据  根据  P  0
接收器  接收器  NN  B-NP
G  G  CD  0
及  及  CC  0
与  与  P  0
其  其  PN  0
相  相  AD  0
对应  对应  VV  0
的  的  DEC  0
遥控器  遥控器  NN  B-NP
H  H  NN  I-NP
所  所  MSP  0
发出  发出  VV  0
的  的  DEC  0
指令  指令  NN  B-NP
，  ，  PU  0
经  经  P  0
放大  放大  NN  B-NP
处理  处理  NN  I-NP
后  后  LC  0
逐  逐  VV  0
使  使  VV  0
接触器  接触器  NN  B-NP
D  D  NN  I-NP
的  的  DEG  0
通断  通断  NN  B-NP
来  来  MSP  0
控制  控制  VV  0
电机  电机  NN  B-NP
M  M  NN  I-NP
的  的  DEG  0
开停  开停  NN  B-NP
，  ，  PU  0
再  再  AD  0
经  经  P  0
电流  电流  NN  B-NP
互感器  互感器  NN  I-NP
E  E  NN  I-NP
采集  采集  VV  0
电机  电机  NN  B-NP
M  M  NN  I-NP
工作  工作  VV  0
的  的  DEC  0
各  各  DT  0
种  种  M  0
状态  状态  NN  B-NP
加以  加以  VV  0
智能  智能  NN  B-NP
检测  检测  VV  0
，  ，  PU  0
并  并  CC  0
通过  通过  P  0
语言  语言  NN  B-NP
方式  方式  NN  I-NP
表达  表达  VV  0
出来  出来  VV  0
。  。  PU  0
所  所  MSP  0
述  述  VV  0
的  的  DEC  0
应答器  应答器  NN  B-NP
F  F  NN  I-NP
电路  电路  NN  I-NP
中  中  LC  0
，  ，  PU  0
达  达  VV  0
林顿管  林顿管  NN  B-NP
IC  IC  NN  I-NP
1  1  CD  0
脚  脚  CC  0
4  4  CD  0
接地  接地  NN  B-NP
、  、  PU  0
脚  脚  NN  B-NP
3  3  CD  0
与  与  P  0
单片机  单片机  NN  B-NP
IC  IC  NN  I-NP
8  8  CD  0
脚  脚  CC  0
15  15  CD  0
相接  相接  VV  0
；  ；  PU  0
A  A  NN  B-NP
/  /  PU  0
D  D  NN  B-NP
转换器  转换器  NN  I-NP
IC  IC  NN  I-NP
2  2  CD  0
脚  脚  CC  0
23  23  CD  0
、  、  PU  0
脚  脚  NN  B-NP
12  12  CD  0
短接  短接  VV  0
后  后  LC  0
接  接  VV  0
电源  电源  NN  B-NP
Vcc  Vcc  NN  I-NP
，  ，  PU  0
IC  IC  NN  B-NP
2  2  CD  0
脚  脚  CC  0
21  21  CD  0
-  -  PU  0
18  18  CD  0
、  、  PU  0
脚  脚  NN  B-NP
8  8  CD  0
、  、  PU  0
脚  脚  NN  B-NP
15  15  CD  0
-  -  PU  0
14  14  CD  0
、  、  PU  0
脚  脚  NN  B-NP
17  17  CD  0
分别  分别  AD  0
依次  依次  AD  0
与  与  P  0
锁存器  锁存器  NN  B-NP
IC4  IC4  NN  I-NP
脚  脚  NN  I-NP
3  3  CD  0
-  -  PU  0
4  4  CD  0
、  、  PU  0
脚  脚  NN  B-NP
7  7  CD  0
-  -  PU  0
8  8  CD  0
、  、  PU  0
脚  脚  NN  B-NP
13  13  CD  0
-  -  PU  0
14  14  CD  0
、  、  PU  0
脚  脚  NN  B-NP
17  17  CD  0
-  -  PU  0
18  18  CD  0
及  及  CC  0
存储器  存储器  NN  B-NP
IC  IC  NN  I-NP
7  7  CD  0
脚  脚  CC  0
11  11  CD  0
-  -  PU  0
13  13  CD  0
、  、  PU  0
脚  脚  NN  B-NP
15  15  CD  0
-  -  PU  0
19  19  CD  0
及  及  CC  0
单片机  单片机  NN  B-NP
IC  IC  NN  I-NP
8  8  CD  0
脚  脚  CC  0
39  39  CD  0
-  -  PU  0
32  32  CD  0
及  及  CC  0
语言  语言  JJ  B-NP
合成  合成  NN  I-NP
芯片  芯片  NN  I-NP
IC9  IC9  NN  I-NP
脚  脚  NN  I-NP
35  35  CD  0
-  -  PU  0
31  31  CD  0
、  、  PU  0
脚  脚  NN  B-NP
29  29  CD  0
-  -  PU  0
27  27  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
2  2  CD  0
脚  脚  NN  B-NP
24  24  CD  0
-  -  PU  0
25  25  CD  0
分别  分别  AD  0
与  与  P  0
存储器  存储器  NN  B-NP
IC  IC  NN  I-NP
7  7  CD  0
脚  脚  NN  B-NP
26  26  CD  0
、  、  PU  0
脚  脚  NN  B-NP
2  2  CD  0
及  及  CC  0
IC3  IC3  NN  B-NP
脚  脚  NN  I-NP
26  26  CD  0
-  -  PU  0
25  25  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
2  2  CD  0
脚  脚  CC  0
9  9  CD  0
与  与  CC  0
或  或  CC  0
非  非  AD  0
门  门  VC  0
IC5  IC5  NN  B-NP
脚  脚  NN  I-NP
1  1  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
2  2  CD  0
脚  脚  CC  0
22  22  CD  0
、  、  PU  0
脚  脚  NN  B-NP
6  6  CD  0
短接  短接  VV  0
后  后  LC  0
与  与  P  0
或  或  CC  0
非  非  AD  0
门  门  JJ  B-NP
IC  IC  NN  I-NP
6  6  CD  0
脚  脚  NN  B-NP
1  1  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
2  2  CD  0
脚  脚  CC  0
10  10  CD  0
分别  分别  AD  0
与  与  P  0
IC  IC  NN  B-NP
4  4  CD  0
脚  脚  CC  0
11  11  CD  0
及  及  CC  0
IC  IC  NN  B-NP
8  8  CD  0
脚  脚  CC  0
30  30  CD  0
相接  相接  VV  0
；  ；  PU  0
锁存器  锁存器  NN  B-NP
IC4  IC4  NN  I-NP
脚  脚  NN  I-NP
1  1  CD  0
接地  接地  NN  B-NP
，  ，  PU  0
IC4  IC4  NN  B-NP
脚  脚  NN  I-NP
2  2  CD  0
、  、  PU  0
脚  脚  NN  B-NP
5  5  CD  0
-  -  PU  0
6  6  CD  0
、  、  PU  0
脚  脚  NN  B-NP
9  9  CD  0
、  、  PU  0
脚  脚  NN  B-NP
12  12  CD  0
、  、  PU  0
脚  脚  NN  B-NP
15  15  CD  0
-  -  PU  0
16  16  CD  0
、  、  PU  0
脚  脚  NN  B-NP
19  19  CD  0
分别  分别  AD  0
与  与  P  0
IC7  IC7  NN  B-NP
脚  脚  NN  I-NP
10  10  CD  0
-  -  PU  0
3  3  CD  0
相接  相接  AD  0
；  ；  PU  0
或  或  CC  0
非  非  AD  0
门  门  VC  0
IC5  IC5  NN  B-NP
脚  脚  NN  I-NP
2  2  CD  0
分别  分别  AD  0
与  与  P  0
IC8  IC8  NN  B-NP
脚  脚  NN  I-NP
17  17  CD  0
及  及  CC  0
IC  IC  NN  B-NP
9  9  CD  0
脚  脚  NN  B-NP
40  40  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
5  5  CD  0
脚  脚  CC  0
3  3  CD  0
与  与  P  0
IC6  IC6  NN  B-NP
脚  脚  NN  I-NP
2  2  CD  0
短接  短接  VV  0
后  后  LC  0
分别  分别  AD  0
与  与  P  0
IC7  IC7  NN  B-NP
脚  脚  NN  I-NP
1  1  CD  0
及  及  CC  0
IC  IC  NN  B-NP
8  8  CD  0
脚  脚  NN  B-NP
28  28  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
6  6  CD  0
脚  脚  CC  0
3  3  CD  0
分别  分别  AD  0
与  与  P  0
IC  IC  NN  B-NP
8  8  CD  0
脚  脚  CC  0
16  16  CD  0
及  及  CC  0
IC  IC  NN  B-NP
9  9  CD  0
脚  脚  CC  0
39  39  CD  0
相接  相接  VV  0
；  ；  PU  0
存储器  存储器  NN  B-NP
IC  IC  NN  I-NP
7  7  CD  0
脚  脚  CC  0
20  20  CD  0
、  、  PU  0
脚  脚  NN  B-NP
22  22  CD  0
短接  短接  VV  0
后  后  LC  0
与  与  P  0
IC  IC  NN  B-NP
8  8  CD  0
脚  脚  CC  0
29  29  CD  0
相接  相接  VV  0
，  ，  PU  0
IC  IC  NN  B-NP
7  7  CD  0
脚  脚  CC  0
25  25  CD  0
-  -  PU  0
24  24  CD  0
、  、  PU  0
脚  脚  NN  B-NP
21  21  CD  0
、  、  PU  0
脚  脚  NN  B-NP
23  23  CD  0
、  、  PU  0
脚  脚  NN  B-NP
2  2  CD  0
、  、  PU  0
脚  脚  NN  B-NP
26  26  CD  0
-  -  PU  0
27  27  CD  0
、  、  PU  0
脚1  脚1  CD  0
分别  分别  AD  0
与  与  P  0
IC  IC  NN  B-NP
8  8  CD  0
脚  脚  CC  0
21  21  CD  0
-  -  PU  0
28  28  CD  0
相接  相接  VV  0
；  ；  PU  0
单片机  单片机  NN  B-NP
IC  IC  NN  I-NP
8  8  CD  0
脚  脚  CC  0
31  31  CD  0
接地  接地  NN  B-NP
，  ，  PU  0
IC8  IC8  NN  B-NP
脚  脚  NN  I-NP
1  1  CD  0
-  -  PU  0
4  4  CD  0
分别  分别  AD  0
与  与  P  0
数据  数据  NN  B-NP
存储器  存储器  NN  I-NP
IC  IC  NN  I-NP
10  10  CD  0
脚  脚  NN  B-NP
4  4  CD  0
-  -  PU  0
1  1  CD  0
相接  相接  VV  0
