CN1013622B  CN1013622B  NN  B-NP
DE3766760D11991013119870625CN87105598A1988031619870625EP251407B11990121919870625EP251407A11988010719870625JP2617186B21997060419870626US4996701A1991022619891005JP2944937B21999090619960820JP63035234A1988021519870626JP09266906A1997101419960820CN1013622B1991082119870625IL82923D01987122019870619IL82923A1992011519870619IN168333A11991031619870619NL8601678A1988011819860626US4916723A1990041019870617CN87105598B1992040819870625DE3766760D11991013119870625IL82923D01987122019870619EP251407B11990121919870625EP251407A11988010719870625JP2617186B21997060419870626IL82923A1992011519870619JP2944937B21999090619960820JP63035234A1988021519870626JP09266906A1997101419960820US4996701A1991022619891005US4916723A1990041019870617CN1013622B1991082119870625IN168333A11991031619870619NL8601678A1988011819860626CN87105598A1988031619870625CN87105598B1992040819870625  DE3766760D11991013119870625CN87105598A1988031619870625EP251407B11990121919870625EP251407A11988010719870625JP2617186B21997060419870626US4996701A1991022619891005JP2944937B21999090619960820JP63035234A1988021519870626JP09266906A1997101419960820CN1013622B1991082119870625IL82923D01987122019870619IL82923A1992011519870619IN168333A11991031619870619NL8601678A1988011819860626US4916723A1990041019870617CN87105598B1992040819870625DE3766760D11991013119870625IL82923D01987122019870619EP251407B11990121919870625EP251407A11988010719870625JP2617186B21997060419870626IL82923A1992011519870619JP2944937B21999090619960820JP63035234A1988021519870626JP09266906A1997101419960820US4996701A1991022619891005US4916723A1990041019870617CN1013622B1991082119870625IN168333A11991031619870619NL8601678A1988011819860626CN87105598A1988031619870625CN87105598B1992040819870625  CD  0
在  在  P  0
一  一  CD  0
种  种  M  0
狭缝  狭缝  NN  B-NP
X射线  X射线  NN  I-NP
辐射  辐射  NN  I-NP
方法  方法  NN  I-NP
中  中  LC  0
，  ，  PU  0
用  用  P  0
扇形  扇形  NN  B-NP
X射线  X射线  NN  I-NP
束扫描  束扫描  NN  I-NP
一  一  CD  0
物体  物体  NN  B-NP
以  以  MSP  0
形成  形成  VV  0
X  X  NN  B-NP
射线  射线  NN  I-NP
影像  影像  NN  I-NP
。  。  PU  0
扇形  扇形  JJ  B-NP
束  束  NN  I-NP
是  是  VC  0
由  由  P  0
一  一  CD  0
系  系  NN  B-NP
列互  列互  AD  0
相  相  AD  0
紧邻  紧邻  VV  0
的  的  DEC  0
扇形  扇形  JJ  B-NP
区域  区域  NN  I-NP
形成  形成  VV  0
的  的  DEC  0
。  。  PU  0
对于  对于  P  0
每  每  DT  0
一  一  CD  0
扇  扇  M  0
形  形  JJ  B-NP
区  区  NN  I-NP
，  ，  PU  0
所  所  MSP  0
传送  传送  VV  0
的  的  DEC  0
X  X  NN  B-NP
射线  射线  NN  I-NP
辐射  辐射  NN  I-NP
在  在  P  0
扫描  扫描  NN  B-NP
期间  期间  NN  I-NP
被  被  SB  0
可控  可控  VV  0
光  光  AD  0
束扇形  束扇形  JJ  B-NP
区域  区域  NN  I-NP
调制器  调制器  NN  I-NP
同时  同时  AD  0
控制  控制  VV  0
，  ，  PU  0
以  以  P  0
预定  预定  JJ  B-NP
方式  方式  NN  I-NP
对  对  P  0
所有  所有  DT  0
扇形  扇形  NN  B-NP
区域  区域  NN  I-NP
一  一  CD  0
起  起  VV  0
周期性  周期性  NN  B-NP
地  地  DEV  0
控制  控制  VV  0
X射线  X射线  NN  B-NP
辐射  辐射  NN  I-NP
。  。  PU  0
可  可  VV  0
控光  控光  VV  0
束扇  束扇  NN  B-NP
形  形  NN  I-NP
区域  区域  NN  I-NP
调制器  调制器  NN  I-NP
受到  受到  VV  0
单独  单独  JJ  0
的  的  DEG  0
控制  控制  NN  B-NP
，  ，  PU  0
以  以  P  0
周期性  周期性  NN  B-NP
地  地  DEC  0
并  并  CC  0
和  和  CC  0
预定  预定  VV  0
的  的  DEC  0
周期  周期  NN  B-NP
调制  调制  VV  0
同步  同步  AD  0
地  地  DEV  0
为  为  P  0
每  每  DT  0
个  个  M  0
扇形  扇形  NN  B-NP
区域  区域  NN  I-NP
选定  选定  VV  0
一  一  CD  0
部分  部分  NN  B-NP
X  X  NN  I-NP
射线  射线  NN  I-NP
辐射  辐射  NN  I-NP
。  。  PU  0
19880316C06  19880316C06  NN  B-NP
+  +  CC  0
PUBLICATIONNCN1013622B19891004C10REQUESTOFEXAMINATIONASTOSUBSTANCENCN1013622B19910821C13DECISIONNCN1013622B19920408C14  PUBLICATIONNCN1013622B19891004C10REQUESTOFEXAMINATIONASTOSUBSTANCENCN1013622B19910821C13DECISIONNCN1013622B19920408C14  NN  B-NP
+  +  CC  0
G  G  CD  0
RANTED  RANTED  M  0
N  N  CD  0
CN1013622B19981125  CN1013622B19981125  CD  0
C53CHANGEORMODIFICATIONNCN1013622B19981125CORBIBLIOGRAPHICCHANGEORCORRECTIONINTHEDESCRIPTIONNCN1013622BCORRECT  C53CHANGEORMODIFICATIONNCN1013622B19981125CORBIBLIOGRAPHICCHANGEORCORRECTIONINTHEDESCRIPTIONNCN1013622BCORRECT  NN  B-NP
:  :  PU  0
PATENTEE  PATENTEE  NN  B-NP
;  ;  PU  0
F  F  CD  0
ROM  ROM  M  0
:  :  PU  0
B  B  NN  B-NP
.  .  PU  0
V  V  NN  B-NP
.  .  PU  0
OPTISCHEINDUSTRIE  OPTISCHEINDUSTRIE  NN  B-NP
'  '  PU  0
DEOUDEDELFT  DEOUDEDELFT  NR  0
'  '  PU  0
TO  TO  NN  B-NP
:  :  PU  0
DELFTINSTRUMENTSINTELLECTUALPROPERTYCORPORATION20010822  DELFTINSTRUMENTSINTELLECTUALPROPERTYCORPORATION20010822  CD  0
C19  C19  NN  B-NP
-  -  PU  0
LAPSEOFPATENTRIGHTDUETONON  LAPSEOFPATENTRIGHTDUETONON  NN  B-NP
-  -  PU  0
PAYMENTOFTHEANNUALFEENCN1013622B  PAYMENTOFTHEANNUALFEENCN1013622B  NN  B-NP
本  本  DT  0
发明  发明  NN  B-NP
涉及  涉及  VV  0
一  一  CD  0
种  种  M  0
适用于  适用于  VV  0
狭  狭  NN  B-NP
缝射线  缝射线  NN  I-NP
照相  照相  NN  I-NP
术  术  NN  I-NP
的  的  DEC  0
方法  方法  NN  B-NP
。  。  PU  0
在  在  P  0
该  该  DT  0
方法  方法  NN  B-NP
中  中  LC  0
，  ，  PU  0
利用  利用  VV  0
一  一  CD  0
X  X  NN  B-NP
射  射  NN  I-NP
线源  线源  NN  I-NP
和  和  CC  0
一  一  CD  0
置于  置于  VV  0
X  X  NN  B-NP
射线  射线  NN  I-NP
源前  源前  NN  I-NP
方  方  NN  I-NP
的  的  DEG  0
狭缝  狭缝  NN  B-NP
光  光  AD  0
阑以  阑以  VV  0
形成  形成  VV  0
一  一  CD  0
扇  扇  M  0
形  形  NN  B-NP
的  的  DEG  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
。  。  PU  0
用  用  P  0
该  该  DT  0
射线束  射线束  NN  B-NP
，  ，  PU  0
被  被  SB  0
检查  检查  VV  0
的  的  DEC  0
身体  身体  NN  B-NP
至少  至少  AD  0
部分  部分  AD  0
地  地  DEV  0
受到  受到  VV  0
扫描  扫描  NN  B-NP
，  ，  PU  0
以  以  MSP  0
将  将  BA  0
X  X  NN  B-NP
射线  射线  NN  I-NP
影象  影象  NN  I-NP
形成  形成  VV  0
在  在  P  0
身体  身体  NN  B-NP
后面  后面  LC  0
的  的  DEG  0
X  X  NN  B-NP
射线  射线  NN  I-NP
探测器  探测器  NN  I-NP
上  上  LC  0
。  。  PU  0
该  该  DT  0
扇  扇  M  0
形  形  NN  B-NP
X  X  NN  I-NP
射线束  射线束  NN  I-NP
是  是  VC  0
由  由  P  0
许多  许多  CD  0
互相  互相  AD  0
紧接  紧接  VV  0
的  的  DEC  0
扇形区  扇形区  NN  B-NP
构成  构成  VV  0
的  的  DEC  0
。  。  PU  0
而  而  CC  0
在  在  P  0
扫描  扫描  NN  B-NP
运动  运动  NN  I-NP
期间  期间  NN  I-NP
，  ，  PU  0
借助  借助  VV  0
可  可  VV  0
控光  控光  VV  0
束扇  束扇  NN  B-NP
形  形  NN  I-NP
区  区  NN  I-NP
调制器  调制器  NN  I-NP
与  与  P  0
狭缝  狭缝  NN  B-NP
光  光  AD  0
阑  阑  AD  0
一起  一起  VA  0
的  的  DEC  0
作用  作用  NN  B-NP
，  ，  PU  0
使  使  VV  0
所  所  MSP  0
传播  传播  VV  0
的  的  DEC  0
X  X  NN  B-NP
射线  射线  NN  I-NP
辐射  辐射  NN  I-NP
，  ，  PU  0
对于  对于  P  0
每  每  DT  0
一  一  CD  0
扇  扇  M  0
形区  形区  NN  B-NP
同时  同时  AD  0
受到  受到  VV  0
控制  控制  NN  B-NP
。  。  PU  0
此外  此外  AD  0
，  ，  PU  0
本  本  DT  0
发明  发明  NN  B-NP
还  还  AD  0
涉及  涉及  VV  0
一  一  CD  0
种  种  M  0
用于  用于  VV  0
本  本  DT  0
方法  方法  NN  B-NP
的  的  DEC  0
装置  装置  NN  B-NP
。  。  PU  0
这样  这样  AD  0
地  地  DEV  0
一  一  CD  0
种  种  M  0
方法  方法  NN  B-NP
及  及  CC  0
其  其  PN  0
装置  装置  NN  B-NP
可  可  VV  0
由  由  P  0
8400845  8400845  CD  0
号  号  M  0
荷兰  荷兰  NR  0
专利  专利  NN  B-NP
申请  申请  VV  0
了  了  AS  0
解到  解到  VV  0
。  。  PU  0
按照  按照  P  0
从  从  P  0
荷兰  荷兰  NR  0
专利  专利  NN  B-NP
申请  申请  NN  I-NP
8400845  8400845  CD  0
所  所  MSP  0
知  知  VV  0
的  的  DEC  0
技术  技术  NN  B-NP
，  ，  PU  0
在  在  P  0
每  每  DT  0
一  一  CD  0
时间  时间  NN  B-NP
点  点  NN  I-NP
上  上  LC  0
通过  通过  P  0
狭缝  狭缝  NN  B-NP
光  光  AD  0
阑所传播  阑所传播  VV  0
的  的  DEC  0
X射线  X射线  NN  B-NP
辐射量  辐射量  NN  I-NP
的  的  DEG  0
控制  控制  NN  B-NP
，  ，  PU  0
是  是  VC  0
利用  利用  VV  0
放  放  VV  0
在  在  P  0
狭缝  狭缝  NN  B-NP
光阑  光阑  NN  I-NP
中  中  LC  0
或  或  CC  0
其  其  PN  0
附近  附近  VV  0
的  的  DEC  0
，  ，  PU  0
作为  作为  VV  0
光束扇  光束扇  NN  B-NP
形  形  NN  I-NP
区  区  NN  I-NP
调制器  调制器  NN  I-NP
的  的  DEG  0
衰减器件  衰减器件  NN  B-NP
来  来  MSP  0
完成  完成  VV  0
。  。  PU  0
衰减  衰减  VV  0
器件  器件  NN  B-NP
能够  能够  VV  0
控制  控制  VV  0
扇形  扇形  NN  B-NP
X  X  NN  I-NP
射线束  射线束  NN  I-NP
的  的  DEG  0
每  每  DT  0
一  一  CD  0
扇  扇  M  0
形区  形区  NN  B-NP
。  。  PU  0
控制  控制  NN  B-NP
是  是  VC  0
这样  这样  AD  0
来  来  MSP  0
进行  进行  VV  0
的  的  DEC  0
，  ，  PU  0
根据  根据  P  0
发生  发生  VV  0
在  在  P  0
相应  相应  JJ  B-NP
扇形区  扇形区  NN  I-NP
的  的  DEG  0
衰减  衰减  NN  B-NP
和  和  CC  0
由  由  P  0
待检物体  待检物体  NN  B-NP
引起  引起  VV  0
的  的  DEC  0
衰减  衰减  JJ  B-NP
情况  情况  NN  I-NP
，  ，  PU  0
使  使  VV  0
衰减器件  衰减器件  NN  B-NP
较  较  AD  0
大  大  JJ  B-NP
程度  程度  NN  I-NP
或  或  CC  0
较  较  AD  0
小  小  JJ  B-NP
程度  程度  NN  I-NP
伸进  伸进  VV  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
。  。  PU  0
如果  如果  CS  0
在  在  P  0
某  某  DT  0
一  一  CD  0
瞬间  瞬间  NN  B-NP
在  在  P  0
某  某  DT  0
一  一  CD  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
由  由  P  0
受  受  VV  0
辐射体  辐射体  NN  B-NP
所  所  MSP  0
引起  引起  VV  0
的  的  DEC  0
衰减  衰减  NN  B-NP
大  大  VA  0
，  ，  PU  0
则  则  AD  0
与  与  P  0
所  所  MSP  0
说  说  VV  0
的  的  DEC  0
扇形区  扇形区  NN  B-NP
相应  相应  VV  0
的  的  DEC  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
就  就  AD  0
完全  完全  AD  0
或  或  CC  0
大部分  大部分  AD  0
地  地  DEV  0
移出  移出  VV  0
X射线束  X射线束  NN  B-NP
。  。  PU  0
反之  反之  VV  0
，  ，  PU  0
如果  如果  CS  0
在  在  P  0
某  某  DT  0
一  一  CD  0
瞬间  瞬间  NN  B-NP
某  某  DT  0
一  一  CD  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
由  由  P  0
物体  物体  NN  B-NP
所  所  MSP  0
引起  引起  VV  0
的  的  DEC  0
衰减  衰减  NN  B-NP
低  低  VA  0
，  ，  PU  0
那么  那么  AD  0
相应  相应  VV  0
的  的  DEC  0
衰减器件  衰减器件  NN  B-NP
就  就  AD  0
被  被  SB  0
更进  更进  VV  0
一  一  CD  0
步  步  M  0
的  的  DEG  0
伸进  伸进  NN  B-NP
X  X  NN  I-NP
射线束  射线束  NN  I-NP
。  。  PU  0
这  这  DT  0
种  种  M  0
技术  技术  NN  B-NP
的  的  DEC  0
优点  优点  NN  B-NP
是  是  VC  0
能  能  VV  0
以  以  P  0
此  此  PN  0
获得  获得  VV  0
均衡  均衡  VA  0
的  的  DEC  0
X射线  X射线  NN  B-NP
照片  照片  NN  I-NP
。  。  PU  0
也就是说  也就是说  AD  0
，  ，  PU  0
这  这  DT  0
种  种  M  0
X射线  X射线  NN  B-NP
照片  照片  NN  I-NP
在亮  在亮  VV  0
的  的  DEC  0
部分  部分  NN  B-NP
和  和  CC  0
暗  暗  VA  0
的  的  DEC  0
部分  部分  NN  B-NP
中  中  LC  0
都  都  AD  0
有  有  VE  0
良好  良好  VA  0
的  的  DEC  0
对  对  JJ  B-NP
比度  比度  NN  I-NP
。  。  PU  0
因此  因此  AD  0
，  ，  PU  0
如果  如果  CS  0
用  用  P  0
这  这  DT  0
种  种  M  0
方法  方法  NN  B-NP
来  来  MSP  0
制做  制做  VV  0
照片  照片  NT  0
，  ，  PU  0
例如  例如  AD  0
制做  制做  VV  0
病人  病人  NN  B-NP
身体  身体  NN  I-NP
上部  上部  NN  I-NP
的  的  DEG  0
照片  照片  NN  B-NP
，  ，  PU  0
X  X  NN  B-NP
射线  射线  NN  I-NP
大夫  大夫  AD  0
就  就  AD  0
能  能  VV  0
在  在  P  0
同  同  DT  0
一  一  CD  0
照片  照片  NN  B-NP
中  中  LC  0
找到  找到  VV  0
有关  有关  JJ  B-NP
病人  病人  NN  I-NP
的  的  DEG  0
胸部  胸部  NN  B-NP
和  和  CC  0
腹部  腹部  NN  B-NP
的  的  DEC  0
足够  足够  JJ  0
的  的  DEG  0
信息  信息  NN  B-NP
。  。  PU  0
而  而  CC  0
在  在  P  0
以前  以前  NT  0
要  要  VV  0
得到  得到  VV  0
同样  同样  JJ  0
的  的  DEG  0
信息  信息  NN  B-NP
，  ，  PU  0
则  则  AD  0
需要  需要  VV  0
二  二  CD  0
张  张  M  0
不同  不同  VA  0
的  的  DEC  0
照片  照片  NN  B-NP
。  。  PU  0
已  已  AD  0
有  有  VE  0
技术  技术  NN  B-NP
存在  存在  VV  0
这样  这样  PN  0
的  的  DEG  0
缺陷  缺陷  NN  B-NP
，  ，  PU  0
当  当  P  0
病人  病人  NN  B-NP
的  的  DEG  0
软组织  软组织  NN  B-NP
受  受  VV  0
辐照  辐照  NN  B-NP
的  的  DEG  0
瞬间  瞬间  NN  B-NP
，  ，  PU  0
X  X  NN  B-NP
射线  射线  NN  I-NP
辐射  辐射  NN  I-NP
仍然  仍然  AD  0
以  以  P  0
相当  相当  VV  0
的  的  DEC  0
硬度  硬度  NN  B-NP
在  在  P  0
相应  相应  JJ  0
的  的  DEG  0
扇形  扇形  JJ  B-NP
区  区  NN  I-NP
中  中  LC  0
传播  传播  VV  0
，  ，  PU  0
而  而  CC  0
对于  对于  P  0
软  软  JJ  B-NP
组织  组织  NN  I-NP
来说  来说  LC  0
，  ，  PU  0
软  软  VA  0
的  的  DEC  0
辐射  辐射  NN  B-NP
就  就  AD  0
足够  足够  VV  0
而且  而且  CC  0
也  也  AD  0
是  是  VC  0
更  更  AD  0
好  好  VA  0
的  的  DEC  0
。  。  PU  0
因此  因此  AD  0
，  ，  PU  0
本  本  DT  0
发明  发明  NN  B-NP
的  的  DEG  0
目的  目的  NN  B-NP
在于  在于  VV  0
简化  简化  VV  0
和  和  CC  0
改进  改进  VV  0
已  已  AD  0
有  有  VE  0
技术  技术  NN  B-NP
，  ，  PU  0
而  而  CC  0
总的  总的  AD  0
说来  说来  VV  0
是  是  VC  0
提出  提出  VV  0
一  一  CD  0
种  种  M  0
为  为  VC  0
产生  产生  VV  0
均衡  均衡  VA  0
的  的  DEC  0
X  X  NN  B-NP
射线  射线  NN  I-NP
相片  相片  NN  I-NP
的  的  DEC  0
有效  有效  JJ  B-NP
方法  方法  NN  I-NP
和  和  CC  0
设备  设备  NN  B-NP
。  。  PU  0
为  为  VC  0
此  此  DT  0
目的  目的  NN  B-NP
，  ，  PU  0
根据  根据  P  0
本  本  DT  0
发明  发明  NN  B-NP
，  ，  PU  0
本  本  DT  0
文  文  NN  B-NP
所  所  MSP  0
典型  典型  JJ  0
描述  描述  JJ  0
的  的  DEG  0
方法  方法  NN  B-NP
的  的  DEG  0
特征  特征  NN  B-NP
是  是  VC  0
，  ，  PU  0
对于  对于  P  0
所有  所有  DT  0
扇形区  扇形区  NN  B-NP
，  ，  PU  0
X射线  X射线  NN  B-NP
辐射  辐射  NN  I-NP
以  以  MSP  0
予  予  VV  0
先  先  AD  0
确定  确定  VV  0
的  的  DEC  0
方法  方法  NN  B-NP
一起  一起  AD  0
受到  受到  VV  0
周期性  周期性  NN  B-NP
的  的  DEC  0
调制  调制  VV  0
，  ，  PU  0
而  而  CC  0
诸  诸  DT  0
可  可  VV  0
控光  控光  VV  0
束扇  束扇  NN  B-NP
形  形  NN  I-NP
区  区  NN  I-NP
调制器  调制器  NN  I-NP
则  则  AD  0
各自  各自  PN  0
受到  受到  VV  0
控制  控制  VV  0
以  以  P  0
便  便  AD  0
对  对  P  0
每  每  DT  0
一  一  CD  0
扇  扇  M  0
形区  形区  NN  B-NP
周期性  周期性  NN  I-NP
的  的  DEC  0
选择  选择  NN  B-NP
X  X  NN  I-NP
射线  射线  NN  I-NP
辐射  辐射  NN  I-NP
的  的  DEC  0
一  一  CD  0
部分  部分  NN  B-NP
。  。  PU  0
这  这  DT  0
种  种  M  0
周期性  周期性  NN  B-NP
的  的  DEC  0
选择  选择  NN  B-NP
是  是  VC  0
与  与  P  0
予先  予先  NN  B-NP
确定  确定  VV  0
的  的  DEC  0
X  X  NN  B-NP
射线  射线  NN  I-NP
辐射  辐射  NN  I-NP
的  的  DEC  0
周期性  周期性  NN  B-NP
调制  调制  VV  0
同步  同步  PN  0
的  的  DEG  0
。  。  PU  0
用于  用于  VV  0
狭缝  狭缝  VV  0
辐射照  辐射照  NN  B-NP
相  相  AD  0
术  术  VA  0
的  的  DEC  0
一  一  CD  0
种  种  M  0
装置  装置  NN  B-NP
，  ，  PU  0
包括  包括  VV  0
一  一  CD  0
个  个  M  0
X  X  NN  B-NP
射  射  NN  I-NP
线源  线源  NN  I-NP
;  ;  PU  0
一  一  CD  0
个  个  M  0
狭缝  狭缝  NN  B-NP
形光  形光  NN  I-NP
阑  阑  NN  I-NP
，  ，  PU  0
该  该  DT  0
光阑  光阑  NN  B-NP
置于  置于  VV  0
X射线  X射线  NN  B-NP
源前面  源前面  NN  I-NP
以  以  P  0
形成  形成  VV  0
一  一  CD  0
扇  扇  M  0
形  形  NN  B-NP
X  X  NN  I-NP
射线束  射线束  NN  I-NP
，  ，  PU  0
用  用  P  0
该  该  DT  0
X  X  NN  B-NP
射线  射线  NN  I-NP
束能  束能  NN  I-NP
使受  使受  VV  0
检查  检查  VV  0
的  的  DEC  0
身体  身体  NN  B-NP
至少  至少  AD  0
部分  部分  AD  0
地  地  DEV  0
受到  受到  VV  0
扫描  扫描  NN  B-NP
，  ，  PU  0
而  而  CC  0
使  使  VV  0
身体  身体  NN  B-NP
受  受  VV  0
扫描  扫描  NN  B-NP
的  的  DEC  0
部分  部分  NN  B-NP
在  在  P  0
一置于  一置于  VV  0
身体  身体  NN  B-NP
后方  后方  NN  I-NP
的  的  DEG  0
X射线  X射线  NN  B-NP
检测器  检测器  NN  I-NP
上  上  LC  0
形成  形成  VV  0
一  一  CD  0
个  个  M  0
X射线  X射线  NN  B-NP
影象  影象  NN  I-NP
;  ;  PU  0
一  一  CD  0
个  个  M  0
控制  控制  NN  B-NP
信号  信号  NN  I-NP
发生器  发生器  NN  I-NP
，  ，  PU  0
当  当  P  0
发生器  发生器  NN  B-NP
工作  工作  VV  0
时  时  LC  0
，  ，  PU  0
给  给  P  0
控制  控制  NN  B-NP
装置  装置  NN  I-NP
提供  提供  VV  0
一  一  CD  0
个  个  M  0
代表  代表  VV  0
对  对  P  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
的  的  DEG  0
每  每  DT  0
一  一  CD  0
扇  扇  M  0
形  形  JJ  B-NP
区  区  NN  I-NP
，  ，  PU  0
身体  身体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
信号  信号  NN  B-NP
;  ;  PU  0
和  和  CC  0
狭缝  狭缝  NN  B-NP
光  光  AD  0
阑  阑  AD  0
一起  一起  AD  0
动作  动作  VV  0
的  的  DEC  0
可控光  可控光  NN  B-NP
束扇  束扇  NN  I-NP
形  形  NN  I-NP
区  区  NN  I-NP
调制器  调制器  NN  I-NP
，  ，  PU  0
以及  以及  CC  0
在  在  P  0
控制  控制  NN  B-NP
装置  装置  NN  I-NP
来  来  VV  0
的  的  DEC  0
信号  信号  NN  B-NP
控制  控制  VV  0
下  下  LC  0
，  ，  PU  0
能够  能够  VV  0
影响  影响  VV  0
每  每  DT  0
一  一  CD  0
扇  扇  M  0
形  形  JJ  B-NP
区  区  NN  I-NP
的  的  DEG  0
X  X  NN  B-NP
